epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
370,2271.41,1.03764,0.85353,0.00819,0.85956,0.69888,0.81446,0.59616,1.1444,0.92028,0.01357,0.00086725,0.00086725,0.00086725
371,2277.28,1.03844,0.84854,0.00823,0.86284,0.69658,0.82,0.59598,1.14101,0.91213,0.01338,0.0008425,0.0008425,0.0008425
372,2284.35,0.98508,0.80572,0.00824,0.86093,0.6955,0.81385,0.59119,1.14449,0.92814,0.01348,0.00081775,0.00081775,0.00081775
373,2289.73,0.99494,0.80682,0.0077,0.85249,0.69993,0.81573,0.59696,1.13697,0.9196,0.01333,0.000793,0.000793,0.000793
374,2296.86,1.04014,0.83132,0.00836,0.85289,0.72222,0.8197,0.59744,1.13674,0.90772,0.0132,0.00076825,0.00076825,0.00076825
375,2302.54,1.06345,0.86405,0.0084,0.84074,0.73067,0.81974,0.59878,1.13626,0.87641,0.0132,0.0007435,0.0007435,0.0007435
376,2308.32,1.02628,0.80925,0.00769,0.81884,0.71626,0.81939,0.59148,1.1305,0.90353,0.01335,0.00071875,0.00071875,0.00071875
377,2315.46,0.99362,0.82035,0.00802,0.85562,0.67669,0.81214,0.59138,1.1409,0.89462,0.01343,0.000694,0.000694,0.000694
378,2320.87,1.0572,0.85528,0.00834,0.77776,0.72658,0.81159,0.58922,1.12996,0.91598,0.01346,0.00066925,0.00066925,0.00066925
379,2328.27,0.99689,0.80231,0.00786,0.77587,0.73356,0.81118,0.58905,1.12142,0.92168,0.01335,0.0006445,0.0006445,0.0006445
380,2333.85,0.99815,0.82662,0.00836,0.84639,0.70242,0.81645,0.58441,1.14813,0.92437,0.01332,0.00061975,0.00061975,0.00061975
381,2339.73,1.01799,0.82853,0.00814,0.82766,0.71455,0.81613,0.58346,1.15179,0.90339,0.01347,0.000595,0.000595,0.000595
382,2346.68,0.99413,0.81584,0.00786,0.81938,0.71972,0.81663,0.5862,1.16311,0.91195,0.01375,0.00057025,0.00057025,0.00057025
383,2351.98,0.98687,0.80855,0.00837,0.80793,0.72777,0.81362,0.58723,1.16066,0.90299,0.01371,0.0005455,0.0005455,0.0005455
384,2359.09,0.99538,0.82718,0.00782,0.79263,0.74065,0.8179,0.5841,1.15254,0.90432,0.01356,0.00052075,0.00052075,0.00052075
385,2364.62,1.00317,0.8251,0.0079,0.81185,0.7128,0.81676,0.58202,1.15673,0.91353,0.01364,0.000496,0.000496,0.000496
386,2372.83,0.9846,0.88673,0.01072,0.79311,0.74283,0.82323,0.58649,1.15465,0.91787,0.01376,0.00047125,0.00047125,0.00047125
387,2378.36,0.9563,0.85244,0.00981,0.84381,0.70242,0.82002,0.58756,1.16706,0.9287,0.0139,0.0004465,0.0004465,0.0004465
388,2383.32,0.98303,0.84992,0.01007,0.86802,0.70588,0.81081,0.57991,1.1739,0.95942,0.01403,0.00042175,0.00042175,0.00042175
389,2389.35,0.95173,0.84777,0.0097,0.85238,0.7128,0.80432,0.57921,1.1649,0.94955,0.01403,0.000397,0.000397,0.000397
390,2394.61,0.92457,0.79638,0.01009,0.8683,0.69204,0.80607,0.58047,1.16465,0.95516,0.01395,0.00037225,0.00037225,0.00037225
391,2399.19,1.00596,0.8131,0.01036,0.819,0.72022,0.81015,0.5855,1.155,0.91674,0.01372,0.0003475,0.0003475,0.0003475
392,2405.72,0.958,0.79582,0.00995,0.88561,0.69651,0.81722,0.59252,1.15121,0.90541,0.01374,0.00032275,0.00032275,0.00032275
393,2410.58,0.93719,0.77593,0.00974,0.85829,0.73353,0.82276,0.59168,1.15185,0.89863,0.0138,0.000298,0.000298,0.000298
394,2415.19,0.93806,0.7512,0.00973,0.85041,0.74753,0.82747,0.59568,1.1454,0.8929,0.01367,0.00027325,0.00027325,0.00027325
395,2421.37,0.90775,0.73556,0.00961,0.85466,0.75285,0.83037,0.59978,1.14137,0.89276,0.01367,0.0002485,0.0002485,0.0002485
396,2426.33,0.93592,0.75224,0.00994,0.861,0.75087,0.83033,0.60011,1.14637,0.87804,0.01376,0.00022375,0.00022375,0.00022375
397,2430.86,0.94101,0.75751,0.00971,0.81661,0.75499,0.82815,0.60076,1.14292,0.87459,0.01364,0.000199,0.000199,0.000199
398,2437.67,0.91265,0.74985,0.00947,0.86316,0.73356,0.82744,0.60076,1.14137,0.8617,0.01362,0.00017425,0.00017425,0.00017425
399,2442.38,0.92707,0.7675,0.00967,0.88835,0.71584,0.82923,0.60128,1.13717,0.85972,0.01348,0.0001495,0.0001495,0.0001495
400,2447.03,0.95113,0.78777,0.00993,0.87803,0.72237,0.83115,0.60379,1.14583,0.82476,0.01369,0.00012475,0.00012475,0.00012475
