epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
369,1819.32,0.66314,0.54096,1.13643,0.9101,0.80969,0.88392,0.68188,0.86029,0.68715,1.37377,0.000892,0.000892,0.000892
370,1823.6,0.68092,0.55502,1.14135,0.90626,0.80283,0.88123,0.67696,0.86283,0.70572,1.38093,0.00086725,0.00086725,0.00086725
371,1828.23,0.68355,0.55873,1.15508,0.91332,0.80277,0.87504,0.67158,0.86853,0.71486,1.38355,0.0008425,0.0008425,0.0008425
372,1834.13,0.6344,0.5352,1.11582,0.90084,0.78547,0.87014,0.67301,0.86506,0.7175,1.3807,0.00081775,0.00081775,0.00081775
373,1838.58,0.65634,0.53261,1.12495,0.91415,0.77509,0.86408,0.66096,0.87608,0.73654,1.38054,0.000793,0.000793,0.000793
374,1842.79,0.67829,0.54467,1.16078,0.89431,0.78547,0.86963,0.66984,0.86344,0.70947,1.37405,0.00076825,0.00076825,0.00076825
375,1848.84,0.68862,0.55918,1.14843,0.896,0.79585,0.8728,0.67372,0.85764,0.6973,1.37502,0.0007435,0.0007435,0.0007435
376,1853.38,0.67214,0.53779,1.13955,0.89586,0.80373,0.87255,0.67367,0.85848,0.70298,1.37714,0.00071875,0.00071875,0.00071875
377,1857.86,0.64039,0.53814,1.11385,0.88121,0.80969,0.86992,0.67348,0.86183,0.70835,1.38235,0.000694,0.000694,0.000694
378,1862.86,0.67531,0.55909,1.14889,0.90152,0.78893,0.86925,0.67502,0.86472,0.71111,1.38365,0.00066925,0.00066925,0.00066925
379,1868.38,0.64746,0.52885,1.12734,0.90866,0.79585,0.8667,0.66547,0.87104,0.70954,1.38391,0.0006445,0.0006445,0.0006445
380,1872.7,0.66213,0.54602,1.12164,0.86517,0.82152,0.87155,0.67053,0.85758,0.69714,1.37571,0.00061975,0.00061975,0.00061975
381,1877.64,0.64315,0.53589,1.12086,0.87148,0.82125,0.87623,0.6777,0.84918,0.68739,1.36903,0.000595,0.000595,0.000595
382,1883.54,0.6458,0.5311,1.12488,0.88763,0.81995,0.87618,0.67735,0.84885,0.69276,1.36928,0.00057025,0.00057025,0.00057025
383,1887.56,0.62561,0.52601,1.11132,0.86799,0.81905,0.87308,0.67932,0.84851,0.69553,1.37127,0.0005455,0.0005455,0.0005455
384,1892.49,0.654,0.53618,1.12795,0.89545,0.78201,0.87436,0.67932,0.84715,0.70488,1.3692,0.00052075,0.00052075,0.00052075
385,1898.63,0.65998,0.54299,1.12256,0.92209,0.77806,0.87183,0.68097,0.84951,0.71256,1.37188,0.000496,0.000496,0.000496
386,1904.29,0.62499,0.58751,1.12371,0.89109,0.77509,0.84714,0.657,0.88667,0.76193,1.39808,0.00047125,0.00047125,0.00047125
387,1909.21,0.63251,0.53734,1.11968,0.86415,0.77039,0.82963,0.63982,0.90516,0.80056,1.42436,0.0004465,0.0004465,0.0004465
388,1913.85,0.6082,0.53567,1.08238,0.898,0.79239,0.85132,0.66173,0.86959,0.7453,1.39099,0.00042175,0.00042175,0.00042175
389,1917.56,0.61305,0.52477,1.10426,0.91671,0.78201,0.86841,0.67196,0.852,0.71946,1.37969,0.000397,0.000397,0.000397
390,1921.27,0.59772,0.52836,1.08919,0.91531,0.7853,0.87001,0.67721,0.8483,0.71382,1.37987,0.00037225,0.00037225,0.00037225
391,1925.7,0.61313,0.53133,1.09514,0.90531,0.78547,0.8731,0.67517,0.85027,0.71354,1.37914,0.0003475,0.0003475,0.0003475
392,1930.31,0.6024,0.50555,1.08953,0.87411,0.81685,0.87423,0.67125,0.84772,0.70921,1.38214,0.00032275,0.00032275,0.00032275
393,1933.89,0.58187,0.49698,1.07974,0.86233,0.82699,0.8741,0.67662,0.84665,0.70746,1.38508,0.000298,0.000298,0.000298
394,1937.58,0.59472,0.50202,1.0931,0.85436,0.82699,0.8732,0.67623,0.85165,0.69838,1.38982,0.00027325,0.00027325,0.00027325
395,1942.5,0.5643,0.48699,1.05544,0.85172,0.8348,0.87387,0.67342,0.85502,0.69168,1.39043,0.0002485,0.0002485,0.0002485
396,1946.78,0.58905,0.49751,1.08027,0.85693,0.82899,0.87596,0.6767,0.85449,0.68822,1.38914,0.00022375,0.00022375,0.00022375
397,1950.3,0.59577,0.49742,1.07436,0.89799,0.79193,0.88025,0.67923,0.85436,0.67856,1.38533,0.000199,0.000199,0.000199
398,1954.05,0.56318,0.48254,1.06211,0.90215,0.79756,0.8799,0.68246,0.8512,0.67427,1.38312,0.00017425,0.00017425,0.00017425
399,1959.24,0.60198,0.50873,1.07528,0.89438,0.80969,0.88183,0.68556,0.84608,0.6686,1.38029,0.0001495,0.0001495,0.0001495
400,1963.08,0.59678,0.50272,1.0937,0.88712,0.8158,0.88383,0.68583,0.84019,0.66855,1.37779,0.00012475,0.00012475,0.00012475
